geneId,geneSymbol,DSI,DPI,PLI,protein_class_name,protein_class,NofDiseases,NofPmids
4601,MXI1,0.55,0.62,0.00,"Transcription factor",DTO_05007542,128,114
4602,MYB,0.49,0.69,0.82,NULL,NULL,206,301
4607,MYBPC3,0.59,0.39,0.00,NULL,NULL,100,392
4609,MYC,0.34,0.92,1.00,"Transcription factor",DTO_05007542,821,3134
4610,MYCL,0.60,0.73,0.12,"Transcription factor",DTO_05007542,79,103
4613,MYCN,0.45,0.81,0.89,"Transcription factor",DTO_05007542,314,1344
4615,MYD88,0.41,0.92,0.12,"Enzyme modulator",DTO_05007584,480,645
4624,MYH6,0.58,0.62,0.00,NULL,NULL,104,114
4625,MYH7,0.52,0.69,0.00,NULL,NULL,257,540
4627,MYH9,0.51,0.81,1.00,NULL,NULL,196,225
4629,MYH11,0.53,0.73,0.77,NULL,NULL,161,207
4638,MYLK,0.51,0.85,0.00,Kinase,DTO_03300101,199,114
4647,MYO7A,0.59,0.42,0.00,"Cellular structure",DTO_05007530,104,196
4653,MYOC,0.60,0.50,0.00,"Cellular structure",DTO_05007530,79,320
4669,NAGLU,0.55,0.77,0.00,NULL,NULL,152,136
4683,NBN,0.47,0.81,0.00,"Nucleic acid binding",DTO_05007557,291,372
4684,NCAM1,0.42,0.89,1.00,NULL,NULL,445,641
4691,NCL,0.51,0.81,1.00,"Nucleic acid binding",DTO_05007557,167,202
4693,NDP,0.57,0.69,0.65,NULL,NULL,142,104
4703,NEB,0.61,0.69,0.00,NULL,NULL,148,101
4739,NEDD9,0.55,0.77,0.13,NULL,NULL,113,120
4747,NEFL,0.49,0.77,NULL,NULL,NULL,247,347
4758,NEU1,0.51,0.77,0.00,Enzyme,DTO_05007624,207,223
4760,NEUROD1,0.54,0.81,0.77,Enzyme,DTO_05007624,135,149
4763,NF1,0.44,0.89,0.90,"Enzyme modulator",DTO_05007584,380,886
4771,NF2,0.47,0.89,1.00,NULL,NULL,312,573
4772,NFATC1,0.52,0.73,0.16,"Transcription factor",DTO_05007542,161,153
4773,NFATC2,0.53,0.73,1.00,"Transcription factor",DTO_05007542,154,137
4780,NFE2L2,0.36,0.89,0.00,Enzyme,DTO_05007624,823,2165
4781,NFIB,0.57,0.65,1.00,"Nucleic acid binding",DTO_05007557,102,115
4790,NFKB1,0.40,0.92,1.00,"Transcription factor",DTO_05007542,551,944
4791,NFKB2,0.51,0.81,1.00,"Transcription factor",DTO_05007542,194,111
4792,NFKBIA,0.49,0.89,0.99,NULL,NULL,226,183
4803,NGF,0.39,0.89,0.82,Signaling,DTO_05007599,616,949
4804,NGFR,0.48,0.85,0.10,Receptor,DTO_05007575,256,271
4810,NHS,0.47,0.85,1.00,NULL,NULL,295,334
4827,NM,0.47,0.81,NULL,NULL,NULL,250,316
4830,NME1,0.44,0.81,0.00,Kinase,DTO_03300101,329,542
4842,NOS1,0.41,0.89,1.00,NULL,NULL,521,589
4843,NOS2,0.36,0.92,0.00,NULL,NULL,783,974
4846,NOS3,0.38,0.89,0.00,NULL,NULL,706,1629
4851,NOTCH1,0.37,0.89,1.00,NULL,NULL,693,1392
4852,NPY,0.45,0.85,0.14,Signaling,DTO_05007599,381,486
4853,NOTCH2,0.44,0.81,1.00,NULL,NULL,384,280
4854,NOTCH3,0.44,0.81,0.41,NULL,NULL,418,579
4855,NOTCH4,0.53,0.73,0.00,NULL,NULL,150,185
4860,PNP,0.53,0.89,0.00,Enzyme,DTO_05007624,161,115
4864,NPC1,0.52,0.69,0.00,Transporter,DTO_05007405,220,470
4868,NPHS1,0.60,0.62,0.00,NULL,NULL,87,158
4869,NPM1,0.46,0.85,1.00,Chaperone,DTO_05007613,283,867
4878,NPPA,0.51,0.77,0.00,NULL,NULL,217,224
4879,NPPB,0.51,0.81,0.00,NULL,NULL,193,322
4882,NPR2,0.57,0.62,0.00,Kinase,DTO_03300101,122,106
4891,SLC11A2,0.57,0.77,0.01,Transporter,DTO_05007405,99,126
4893,NRAS,0.39,0.81,0.49,"Enzyme modulator",DTO_05007584,611,1113
4904,YBX1,0.52,0.77,0.95,NULL,NULL,148,173
4907,NT5E,0.44,0.89,0.00,Enzyme,DTO_05007624,376,367
4908,NTF3,0.52,0.81,0.93,Signaling,DTO_05007599,170,143
4914,NTRK1,0.42,0.81,0.00,Kinase,DTO_03300101,443,706
4915,NTRK2,0.48,0.81,1.00,Kinase,DTO_03300101,284,211
4916,NTRK3,0.52,0.69,1.00,Kinase,DTO_03300101,150,193
4922,NTS,0.52,0.77,0.00,NULL,NULL,184,180
4923,NTSR1,0.56,0.69,0.00,"G-protein coupled receptor",DTO_02300001,124,119
4925,NUCB2,0.54,0.73,0.00,"Calcium-binding protein",DTO_05007616,140,127
4928,NUP98,0.53,0.58,1.00,Enzyme,DTO_05007624,129,222
4929,NR4A2,0.53,0.85,1.00,"Nuclear receptor",DTO_00102000,166,175
4942,OAT,0.59,0.73,0.00,Enzyme,DTO_05007624,92,103
4948,OCA2,0.54,0.81,0.00,NULL,NULL,141,199
4952,OCRL,0.55,0.73,1.00,Enzyme,DTO_05007624,184,107
4953,ODC1,0.51,0.73,0.17,Enzyme,DTO_05007624,184,229
4968,OGG1,0.45,0.81,0.00,NULL,NULL,313,483
4973,OLR1,0.54,0.77,0.01,NULL,NULL,133,179
4976,OPA1,0.51,0.85,0.99,"Enzyme modulator",DTO_05007584,236,315
4982,TNFRSF11B,0.42,0.81,0.16,NULL,NULL,443,741
4986,OPRK1,0.56,0.62,0.00,"G-protein coupled receptor",DTO_02300001,156,167
4988,OPRM1,0.46,0.81,0.00,"G-protein coupled receptor",DTO_02300001,370,624
5008,OSM,0.51,0.77,0.59,Signaling,DTO_05007599,188,180
5009,OTC,0.57,0.85,0.87,NULL,NULL,135,264
5015,OTX2,0.51,0.81,0.92,"Transcription factor",DTO_05007542,200,100
5021,OXTR,0.54,0.77,0.00,"G-protein coupled receptor",DTO_02300001,144,214
5024,P2RX3,0.57,0.77,0.00,"Ion channel",DTO_01300327,125,131
5025,P2RX4,0.55,0.81,0.00,"Ion channel",DTO_01300327,138,138
5026,P2RX5,0.55,0.77,0.00,"Ion channel",DTO_01300327,132,116
5027,P2RX7,0.45,0.81,0.00,"Ion channel",DTO_01300327,337,457
5028,P2RY1,0.55,0.77,0.52,"G-protein coupled receptor",DTO_02300001,126,111
5029,P2RY2,0.54,0.81,0.08,"G-protein coupled receptor",DTO_02300001,136,121
5034,P4HB,0.49,0.81,1.00,NULL,NULL,222,188
5037,PEBP1,0.50,0.81,0.09,"Enzyme modulator",DTO_05007584,181,183
5047,PAEP,0.43,0.85,0.00,Enzyme,DTO_05007624,397,951
5048,PAFAH1B1,0.50,0.77,1.00,NULL,NULL,219,232
5052,PRDX1,0.49,0.85,0.00,Enzyme,DTO_05007624,237,156
5053,PAH,0.52,0.77,0.00,NULL,NULL,219,813
5054,SERPINE1,0.36,0.89,0.04,"Enzyme modulator",DTO_05007584,770,1549
5055,SERPINB2,0.50,0.81,0.00,"Enzyme modulator",DTO_05007584,183,171
5058,PAK1,0.49,0.81,0.00,Kinase,DTO_03300101,221,223
5066,PAM,0.54,0.69,0.00,Enzyme,DTO_05007624,155,108
5068,REG3A,0.52,0.77,0.00,NULL,NULL,148,145
5069,PAPPA,0.56,0.69,0.16,NULL,NULL,125,150
5071,PRKN,0.43,0.85,0.00,Enzyme,DTO_05007624,409,1091
5074,PAWR,0.54,0.85,0.09,NULL,NULL,133,121
5076,PAX2,0.50,0.73,0.67,NULL,NULL,216,189
5077,PAX3,0.48,0.77,0.24,NULL,NULL,257,421
5079,PAX5,0.49,0.65,1.00,NULL,NULL,199,236
5080,PAX6,0.45,0.77,1.00,NULL,NULL,340,424
5081,PAX7,0.60,0.54,0.14,NULL,NULL,78,119
5083,PAX9,0.64,0.54,0.31,NULL,NULL,53,104
5087,PBX1,0.53,0.85,1.00,"Transcription factor",DTO_05007542,167,186
5091,PC,0.52,0.81,0.01,Enzyme,DTO_05007624,183,187
5104,SERPINA5,0.51,0.81,0.00,"Enzyme modulator",DTO_05007584,185,334
5111,PCNA,0.38,0.85,0.98,"Nucleic acid binding",DTO_05007557,581,1076
5122,PCSK1,0.55,0.62,0.00,Enzyme,DTO_05007624,140,136
5130,PCYT1A,0.49,0.89,0.00,NULL,NULL,256,190
5133,PDCD1,0.40,0.85,0.42,NULL,NULL,497,1180
5141,PDE4A,0.52,0.85,0.98,NULL,NULL,168,208
5144,PDE4D,0.52,0.85,1.00,NULL,NULL,210,174
5154,PDGFA,0.53,0.73,0.81,Signaling,DTO_05007599,135,117
5155,PDGFB,0.49,0.85,0.77,Signaling,DTO_05007599,301,226
5156,PDGFRA,0.42,0.81,1.00,Kinase,DTO_03300101,452,946
5159,PDGFRB,0.42,0.85,0.90,Kinase,DTO_03300101,492,481
5163,PDK1,0.51,0.81,0.00,Kinase,DTO_03300101,164,189
5167,ENPP1,0.50,0.81,0.00,Enzyme,DTO_05007624,247,213
5171,PDR,0.59,0.69,NULL,NULL,NULL,81,103
5172,SLC26A4,0.51,0.89,0.00,Transporter,DTO_05007405,194,399
5173,PDYN,0.54,0.58,0.00,Signaling,DTO_05007599,197,130
5175,PECAM1,0.43,0.85,NULL,"Cell adhesion",DTO_05007620,396,726
5176,SERPINF1,0.46,0.85,0.00,"Enzyme modulator",DTO_05007584,294,321
5179,PENK,0.56,0.81,0.00,Signaling,DTO_05007599,124,103
5196,PF4,0.52,0.85,0.04,Signaling,DTO_05007599,158,185
5199,CFP,0.57,0.69,0.69,NULL,NULL,108,141
5205,ATP8B1,0.61,0.50,0.00,Transporter,DTO_05007405,70,113
5228,PGF,0.46,0.85,0.13,Signaling,DTO_05007599,288,342
5230,PGK1,0.54,0.77,0.77,Kinase,DTO_03300101,144,103
5241,PGR,0.43,0.89,0.05,"Nuclear receptor",DTO_00102000,392,1879
5243,ABCB1,0.34,0.89,0.00,Transporter,DTO_05007405,933,3013
5244,ABCB4,0.53,0.62,0.00,Transporter,DTO_05007405,157,217
5245,PHB,0.51,0.85,0.76,NULL,NULL,177,150
5251,PHEX,0.55,0.81,1.00,Enzyme,DTO_05007624,142,223
5265,SERPINA1,0.41,0.92,0.00,"Enzyme modulator",DTO_05007584,482,935
5268,SERPINB5,0.58,0.58,0.00,"Enzyme modulator",DTO_05007584,87,110
5269,SERPINB6,0.55,0.77,0.00,"Enzyme modulator",DTO_05007584,128,143
5277,PIGA,0.58,0.65,0.96,NULL,NULL,140,160
5290,PIK3CA,0.29,0.92,1.00,Kinase,DTO_03300101,1511,6773
5291,PIK3CB,0.32,0.89,1.00,Kinase,DTO_03300101,1083,5581
5292,PIM1,0.48,0.77,0.85,Kinase,DTO_03300101,224,271
5293,PIK3CD,0.32,0.89,1.00,Kinase,DTO_03300101,1119,5695
5294,PIK3CG,0.32,0.89,0.00,Kinase,DTO_03300101,1101,5649
5295,PIK3R1,0.48,0.89,1.00,Kinase,DTO_03300101,285,237
5300,PIN1,0.49,0.77,0.74,NULL,NULL,212,279
5304,PIP,0.56,0.81,0.00,NULL,NULL,109,109
5308,PITX2,0.49,0.81,0.98,NULL,NULL,248,280
5310,PKD1,0.49,0.77,1.00,NULL,NULL,217,640
5311,PKD2,0.55,0.73,0.00,"Ion channel",DTO_01300327,122,438
5314,PKHD1,0.58,0.65,0.00,NULL,NULL,115,169
5315,PKM,0.48,0.81,0.85,Kinase,DTO_03300101,237,416
5318,PKP2,0.61,0.54,0.00,"Cellular structure",DTO_05007530,82,169
5319,PLA2G1B,0.47,0.85,0.00,Enzyme,DTO_05007624,268,382
5320,PLA2G2A,0.49,0.81,0.10,Enzyme,DTO_05007624,215,248
5321,PLA2G4A,0.50,0.85,0.00,Enzyme,DTO_05007624,202,188
5324,PLAG1,0.49,0.81,1.00,"Transcription factor",DTO_05007542,219,1089
5327,PLAT,0.45,0.89,0.00,Enzyme,DTO_05007624,392,615
5328,PLAU,0.43,0.92,0.00,Enzyme,DTO_05007624,439,701
5329,PLAUR,0.54,0.73,0.01,NULL,NULL,147,159
5335,PLCG1,0.56,0.69,0.00,Enzyme,DTO_05007624,116,109
5339,PLEC,0.52,0.81,0.00,"Cellular structure",DTO_05007530,218,131
5340,PLG,0.39,0.92,0.01,Enzyme,DTO_05007624,586,1015
5345,SERPINF2,0.58,0.81,0.01,"Enzyme modulator",DTO_05007584,104,128
5347,PLK1,0.47,0.81,0.98,Kinase,DTO_03300101,253,439
5350,PLN,0.60,0.58,0.45,NULL,NULL,90,157
5354,PLP1,0.54,0.77,0.93,"Cellular structure",DTO_05007530,160,282
5362,PLXNA2,0.45,0.81,0.00,NULL,NULL,307,507
5366,PMAIP1,0.56,0.81,0.11,NULL,NULL,109,102
5371,PML,0.48,0.85,0.21,NULL,NULL,274,813
5373,PMM2,0.54,0.77,0.00,Enzyme,DTO_05007624,214,169
5376,PMP22,0.47,0.89,0.91,"Cellular structure",DTO_05007530,341,753
5395,PMS2,0.48,0.81,0.00,"Nucleic acid binding",DTO_05007557,244,489
5424,POLD1,0.51,0.77,0.00,NULL,NULL,189,179
5426,POLE,0.53,0.73,0.00,NULL,NULL,151,134
5428,POLG,0.46,0.85,0.00,Enzyme,DTO_05007624,462,327
5443,POMC,0.36,0.85,0.00,NULL,NULL,873,1651
5444,PON1,0.41,0.89,0.00,NULL,NULL,496,845
5445,PON2,0.57,0.81,0.00,NULL,NULL,117,103
5447,POR,0.50,0.77,0.00,NULL,NULL,218,141
5449,POU1F1,0.55,0.65,0.05,NULL,NULL,155,147
5460,POU5F1,0.44,0.85,0.95,NULL,NULL,328,587
5465,PPARA,0.43,0.89,0.03,"Nuclear receptor",DTO_00102000,408,816
5467,PPARD,0.51,0.85,0.99,"Nuclear receptor",DTO_00102000,197,272
5468,PPARG,0.36,0.89,0.03,"Nuclear receptor",DTO_00102000,877,2335
5478,PPIA,0.51,0.77,0.56,NULL,NULL,180,172
5524,PTPA,0.48,0.85,0.99,"Enzyme modulator",DTO_05007584,245,427
5538,PPT1,0.59,0.81,0.00,Enzyme,DTO_05007624,112,181
5550,PREP,0.58,0.73,0.08,Enzyme,DTO_05007624,105,108
5551,PRF1,0.54,0.69,0.00,NULL,NULL,163,162
5562,PRKAA1,0.45,0.85,0.14,Kinase,DTO_03300101,325,646
5563,PRKAA2,0.46,0.85,0.00,Kinase,DTO_03300101,317,605
5564,PRKAB1,0.46,0.85,0.01,Kinase,DTO_03300101,296,576
5573,PRKAR1A,0.40,0.85,1.00,NULL,NULL,597,701
5578,PRKCA,0.44,0.85,0.37,Kinase,DTO_03300101,368,501
5579,PRKCB,0.45,0.89,1.00,Kinase,DTO_03300101,317,380
5580,PRKCD,0.48,0.85,1.00,Kinase,DTO_03300101,287,145
5587,PRKD1,0.53,0.85,0.00,Kinase,DTO_03300101,171,209
5591,PRKDC,0.54,0.81,1.00,Kinase,DTO_03300101,131,149
5594,MAPK1,0.33,0.92,1.00,Kinase,DTO_03300101,1059,3170
5595,MAPK3,0.38,0.89,0.04,Kinase,DTO_03300101,647,1438
5598,MAPK7,0.55,0.65,0.00,Kinase,DTO_03300101,127,138
5599,MAPK8,0.40,0.89,1.00,Kinase,DTO_03300101,520,1003
5601,MAPK9,0.56,0.73,0.07,Kinase,DTO_03300101,115,100
5604,MAP2K1,0.44,0.85,0.90,Kinase,DTO_03300101,389,452
5609,MAP2K7,0.42,0.81,1.00,Kinase,DTO_03300101,408,1206
5610,EIF2AK2,0.54,0.77,0.02,Kinase,DTO_03300101,142,169
5617,PRL,0.41,0.89,0.00,Signaling,DTO_05007599,506,1040
5618,PRLR,0.57,0.69,0.99,Signaling,DTO_05007599,110,112
5621,PRNP,0.45,0.92,0.00,NULL,NULL,426,1560
5624,PROC,0.50,0.81,0.00,Enzyme,DTO_05007624,200,451
5626,PROP1,0.58,0.62,0.09,NULL,NULL,117,115
5627,PROS1,0.47,0.85,0.00,NULL,NULL,283,1182
5629,PROX1,0.57,0.54,1.00,"Transcription factor",DTO_05007542,114,105
5644,PRSS1,0.56,0.69,0.00,Enzyme,DTO_05007624,117,267
5649,RELN,0.52,0.73,1.00,NULL,NULL,178,258
5654,HTRA1,0.53,0.69,0.00,Enzyme,DTO_05007624,164,269
5657,PRTN3,0.50,0.81,0.00,Enzyme,DTO_05007624,215,331
5660,PSAP,0.53,0.85,0.99,NULL,NULL,189,110
5663,PSEN1,0.47,0.85,0.97,Enzyme,DTO_05007624,369,1281
5664,PSEN2,0.55,0.65,0.00,Enzyme,DTO_05007624,146,392
5670,PSG2,0.49,0.73,0.00,NULL,NULL,210,558
5694,PSMB6,0.56,0.73,0.02,NULL,NULL,100,109
5698,PSMB9,0.51,0.81,0.00,NULL,NULL,167,147
5713,PSMD7,0.55,0.69,0.26,Enzyme,DTO_05007624,114,139
5715,PSMD9,0.44,0.85,0.00,"Enzyme modulator",DTO_05007584,344,642
5725,PTBP1,0.52,0.77,1.00,NULL,NULL,172,229
5726,TAS2R38,0.53,0.81,0.13,"G-protein coupled receptor",DTO_02300001,149,300
5727,PTCH1,0.40,0.89,1.00,NULL,NULL,604,863
5728,PTEN,0.31,0.92,0.26,Enzyme,DTO_05007624,1349,4303
5730,PTGDS,0.50,0.85,0.01,Enzyme,DTO_05007624,195,190
5734,PTGER4,0.56,0.73,0.98,"G-protein coupled receptor",DTO_02300001,120,122
5741,PTH,0.40,0.85,0.01,NULL,NULL,528,1725
5742,PTGS1,0.46,0.89,0.00,Enzyme,DTO_05007624,318,347
5743,PTGS2,0.31,0.96,1.00,Enzyme,DTO_05007624,1234,3750
5744,PTHLH,0.45,0.85,0.81,NULL,NULL,321,503
5745,PTH1R,0.54,0.73,0.57,"G-protein coupled receptor",DTO_02300001,187,101
5747,PTK2,0.50,0.81,1.00,Kinase,DTO_03300101,205,393
5764,PTN,0.52,0.81,0.01,Signaling,DTO_05007599,164,140
5770,PTPN1,0.52,0.73,0.81,NULL,NULL,169,278
5771,PTPN2,0.54,0.69,1.00,NULL,NULL,134,142
5777,PTPN6,0.49,0.77,1.00,NULL,NULL,218,205
5781,PTPN11,0.39,0.92,1.00,NULL,NULL,702,981
5786,PTPRA,0.57,0.65,1.00,Enzyme,DTO_05007624,91,107
5788,PTPRC,0.44,0.81,1.00,Enzyme,DTO_05007624,366,472
5806,PTX3,0.46,0.81,0.00,NULL,NULL,296,293
5816,PVALB,0.55,0.69,0.09,"Calcium-binding protein",DTO_05007616,148,228
5817,PVR,0.51,0.77,0.00,NULL,NULL,177,144
5819,NECTIN2,0.58,0.77,0.97,NULL,NULL,106,101
5820,PVT1,0.50,0.73,NULL,NULL,NULL,190,254
5829,PXN,0.55,0.65,0.08,"Cellular structure",DTO_05007530,116,143
5837,PYGM,0.65,0.58,0.00,Enzyme,DTO_05007624,58,136
5873,RAB27A,0.59,0.69,0.00,NULL,NULL,108,106
5879,RAC1,0.43,0.96,0.76,"Enzyme modulator",DTO_05007584,415,686
5888,RAD51,0.45,0.85,0.03,NULL,NULL,363,480
5889,RAD51C,0.53,0.69,0.00,NULL,NULL,162,119
5891,MOK,0.48,0.77,0.00,Kinase,DTO_03300101,251,341
5894,RAF1,0.42,0.89,0.85,Kinase,DTO_03300101,470,783
5896,RAG1,0.51,0.77,0.00,Enzyme,DTO_05007624,209,215
5897,RAG2,0.51,0.77,0.02,NULL,NULL,207,217
5903,RANBP2,0.58,0.62,1.00,"Enzyme modulator",DTO_05007584,110,111
5906,RAP1A,0.50,0.81,0.62,"Enzyme modulator",DTO_05007584,215,145
5914,RARA,0.47,0.85,0.96,"Nuclear receptor",DTO_00102000,274,733
5915,RARB,0.48,0.85,1.00,"Nuclear receptor",DTO_00102000,254,291
5919,RARRES2,0.52,0.73,0.00,NULL,NULL,180,185
5920,PLAAT4,0.50,0.81,0.00,NULL,NULL,190,320
5921,RASA1,0.48,0.89,1.00,"Enzyme modulator",DTO_05007584,237,292
5923,RASGRF1,0.54,0.77,1.00,"Enzyme modulator",DTO_05007584,124,144
5925,RB1,0.44,0.89,1.00,"Nucleic acid binding",DTO_05007557,339,581
5934,RBL2,0.58,0.77,1.00,"Nucleic acid binding",DTO_05007557,89,106
5950,RBP4,0.49,0.81,0.52,Transporter,DTO_05007405,217,231
5956,OPN1LW,0.50,0.81,0.98,"G-protein coupled receptor",DTO_02300001,197,231
5961,PRPH2,0.55,0.50,0.12,NULL,NULL,152,157
5966,REL,0.58,0.69,1.00,"Transcription factor",DTO_05007542,90,100
5967,REG1A,0.47,0.85,0.00,NULL,NULL,264,345
5970,RELA,0.41,0.89,1.00,"Transcription factor",DTO_05007542,483,685
5972,REN,0.37,0.92,0.00,Enzyme,DTO_05007624,721,2637
5973,RENBP,0.53,0.77,0.45,Enzyme,DTO_05007624,156,173
5978,REST,0.54,0.81,0.99,"Transcription factor",DTO_05007542,178,178
5979,RET,0.39,0.89,1.00,Kinase,DTO_03300101,607,2307
5981,RFC1,0.54,0.81,0.97,NULL,NULL,144,145
6007,RHD,0.61,0.65,0.00,NULL,NULL,67,108
6010,RHO,0.53,0.77,0.00,"G-protein coupled receptor",DTO_02300001,178,429
6014,RIT2,0.65,0.54,0.00,"Enzyme modulator",DTO_05007584,46,108
6023,RMRP,0.52,0.73,NULL,NULL,NULL,239,130
6037,RNASE3,0.49,0.81,NULL,NULL,NULL,207,257
6041,RNASEL,0.58,0.69,0.00,Kinase,DTO_03300101,85,134
6046,BRD2,0.45,0.81,1.00,"Epigenetic regulator",DTO_05007378,303,501
6091,ROBO1,0.54,0.73,0.00,NULL,NULL,144,111
6093,ROCK1,0.51,0.73,1.00,Kinase,DTO_03300101,157,247
6095,RORA,0.53,0.81,0.40,"Nuclear receptor",DTO_00102000,158,117
6098,ROS1,0.44,0.89,0.00,Kinase,DTO_03300101,356,834
6103,RPGR,0.54,0.69,1.00,NULL,NULL,167,214
6120,RPE,0.58,0.54,0.00,NULL,NULL,90,134
6121,RPE65,0.42,0.81,0.00,Enzyme,DTO_05007624,431,705
6139,RPL17,0.56,0.73,0.92,NULL,NULL,104,117
6197,RPS6KA3,0.49,0.85,1.00,Kinase,DTO_03300101,315,153
6198,RPS6KB1,0.51,0.73,0.97,Kinase,DTO_03300101,169,192
6223,RPS19,0.48,0.85,0.92,"Nucleic acid binding",DTO_05007557,256,351
6240,RRM1,0.55,0.69,1.00,Enzyme,DTO_05007624,111,150
6241,RRM2,0.56,0.77,0.30,Enzyme,DTO_05007624,101,115
6247,RS1,0.69,0.50,0.96,Enzyme,DTO_05007624,43,122
6256,RXRA,0.54,0.77,1.00,"Nuclear receptor",DTO_00102000,132,105
6261,RYR1,0.49,0.81,0.00,"Ion channel",DTO_01300327,320,401
6262,RYR2,0.54,0.62,1.00,"Ion channel",DTO_01300327,160,358
6271,S100A1,0.42,0.85,0.01,"Calcium-binding protein",DTO_05007616,396,501
6272,SORT1,0.57,0.62,1.00,Transporter,DTO_05007405,111,129
6275,S100A4,0.45,0.77,0.01,"Calcium-binding protein",DTO_05007616,308,516
6277,S100A6,0.51,0.81,0.18,"Calcium-binding protein",DTO_05007616,168,140
6278,S100A7,0.55,0.77,0.45,"Calcium-binding protein",DTO_05007616,119,117
6279,S100A8,0.43,0.96,0.14,"Calcium-binding protein",DTO_05007616,369,509
6280,S100A9,0.43,0.89,0.48,"Calcium-binding protein",DTO_05007616,363,415
6281,S100A10,0.53,0.77,0.17,"Calcium-binding protein",DTO_05007616,150,124
6283,S100A12,0.49,0.85,0.48,"Calcium-binding protein",DTO_05007616,221,264
6285,S100B,0.38,0.92,0.04,"Calcium-binding protein",DTO_05007616,599,865
6288,SAA1,0.51,0.81,0.01,Transporter,DTO_05007405,188,201
6289,SAA2,0.57,0.73,0.00,Transporter,DTO_05007405,103,107
6298,SAI1,0.56,0.62,NULL,NULL,NULL,114,164
6301,SARS1,0.56,0.77,1.00,Enzyme,DTO_05007624,137,246
6302,TSPAN31,0.56,0.65,0.22,NULL,NULL,112,105
6303,SAT1,0.54,0.81,0.87,NULL,NULL,135,124
6304,SATB1,0.53,0.77,0.99,"Transcription factor",DTO_05007542,147,148
6310,ATXN1,0.53,0.77,0.97,NULL,NULL,218,351
6311,ATXN2,0.48,0.81,0.85,"Nucleic acid binding",DTO_05007557,341,409
6314,ATXN7,0.58,0.65,0.96,NULL,NULL,162,141
6319,SCD,0.49,0.81,0.97,NULL,NULL,225,284
6323,SCN1A,0.48,0.81,1.00,"Ion channel",DTO_01300327,287,576
6326,SCN2A,0.52,0.73,1.00,"Ion channel",DTO_01300327,232,188
6329,SCN4A,0.55,0.73,0.01,"Ion channel",DTO_01300327,202,228
6331,SCN5A,0.51,0.65,0.91,"Ion channel",DTO_01300327,216,753
6334,SCN8A,0.51,0.73,1.00,"Ion channel",DTO_01300327,302,156
6335,SCN9A,0.54,0.62,0.00,"Ion channel",DTO_01300327,213,152
6336,SCN10A,0.57,0.69,0.00,"Ion channel",DTO_01300327,147,102
6343,SCT,0.48,0.85,0.00,NULL,NULL,230,273
6347,CCL2,0.32,0.96,0.61,Signaling,DTO_05007599,1157,2219
6348,CCL3,0.46,0.89,0.35,Signaling,DTO_05007599,282,266
6351,CCL4,0.47,0.92,0.24,Signaling,DTO_05007599,276,432
6352,CCL5,0.40,0.89,0.00,Signaling,DTO_05007599,514,786
6356,CCL11,0.47,0.89,0.01,Signaling,DTO_05007599,250,265
6361,CCL17,0.52,0.81,0.00,Signaling,DTO_05007599,162,186
6362,CCL18,0.49,0.85,0.01,Signaling,DTO_05007599,200,147
6363,CCL19,0.54,0.69,0.32,Signaling,DTO_05007599,126,103
6364,CCL20,0.47,0.85,0.00,Signaling,DTO_05007599,242,239
6366,CCL21,0.50,0.77,0.04,Signaling,DTO_05007599,186,197
6367,CCL22,0.50,0.85,0.01,Signaling,DTO_05007599,182,173
6373,CXCL11,0.52,0.81,0.31,Signaling,DTO_05007599,164,146
6374,CXCL5,0.52,0.77,0.00,Signaling,DTO_05007599,160,155
6376,CX3CL1,0.48,0.81,0.61,Signaling,DTO_05007599,243,236
6382,SDC1,0.45,0.77,0.01,"Extracellular structure",DTO_05007621,323,455
6383,SDC2,0.54,0.81,0.40,"Extracellular structure",DTO_05007621,120,104
6387,CXCL12,0.38,0.85,0.12,NULL,NULL,626,1326
6389,SDHA,0.52,0.73,0.00,Enzyme,DTO_05007624,246,126
6390,SDHB,0.47,0.85,0.00,Enzyme,DTO_05007624,316,501
6391,SDHC,0.52,0.85,0.00,NULL,NULL,202,154
6392,SDHD,0.47,0.89,0.34,Transporter,DTO_05007405,348,360
6401,SELE,0.45,0.81,0.00,NULL,NULL,327,432
6402,SELL,0.51,0.85,0.00,NULL,NULL,171,183
6403,SELP,0.46,0.77,0.00,NULL,NULL,293,367
6404,SELPLG,0.56,0.69,0.18,NULL,NULL,113,108
6414,SELENOP,0.55,0.77,0.00,"Extracellular structure",DTO_05007621,138,111
6416,MAP2K4,0.56,0.69,1.00,Kinase,DTO_03300101,100,106
6418,SET,0.51,0.81,1.00,"Enzyme modulator",DTO_05007584,183,186
6422,SFRP1,0.48,0.85,0.96,NULL,NULL,227,271
6423,SFRP2,0.54,0.73,0.00,NULL,NULL,134,132
6424,SFRP4,0.52,0.65,0.00,NULL,NULL,155,118
6439,SFTPB,0.58,0.65,0.00,NULL,NULL,108,155
6440,SFTPC,0.56,0.69,0.00,NULL,NULL,132,167
6441,SFTPD,0.50,0.85,0.00,Surfactant,DTO_05007697,194,234
6442,SGCA,0.59,0.65,0.00,"Calcium-binding protein",DTO_05007616,111,177
6443,SGCB,0.66,0.35,0.00,NULL,NULL,64,101
6445,SGCG,0.62,0.62,0.00,"Cellular structure",DTO_05007530,93,107
6446,SGK1,0.51,0.77,0.00,Kinase,DTO_03300101,188,163
6448,SGSH,0.64,0.69,0.00,Enzyme,DTO_05007624,80,116
