diseaseId,diseaseName,diseaseType,diseaseClass,diseaseSemanticType,NofGenes,NofPmids
C1836173,"Generalized Epilepsy and Paroxysmal Dyskinesia",disease,C23;C10,"Disease or Syndrome",2,0
C1836284,"Epidermolysis Bullosa Simplex with Migratory Circinate Erythema",disease,C23;C16;C17,"Disease or Syndrome",2,0
C1836327,"RHABDOID TUMOR PREDISPOSITION SYNDROME 1 (disorder)",disease,C04;C13;C12;C10,"Neoplastic Process",1,0
C1836439,"Progressive External Ophthalmoplegia with Mitochondrial DNA Deletions, Autosomal Dominant, 3",disease,C23;C18;C11;C05;C10,"Disease or Syndrome",1,0
C1836448,"Nemaline myopathy 1",disease,C05;C10,"Disease or Syndrome",1,0
C1836474,"SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 7",disease,C16;C10,"Disease or Syndrome",1,0
C1836482,"Li-Fraumeni Syndrome 2",disease,C16;C04;C18,"Disease or Syndrome",1,0
C1836635,"Loeys-Dietz Aortic Aneurysm Syndrome",disease,C16;C05;C14,"Disease or Syndrome",5,0
C1836683,"Czech dysplasia, metatarsal type",disease,C16;C05,"Congenital Abnormality",1,0
C1836705,"Pseudohyperkalemia, Familial, 2, due to Red Cell Leak",disease,C18,"Disease or Syndrome",1,0
C1836706,"Hyperthyroidism, Nonautoimmune",disease,C19,"Disease or Syndrome",1,0
C1836727,"Peripheral Demyelinating Neuropathy, Central Dysmyelination, Waardenburg Syndrome, and Hirschsprung Disease",disease,C16;C06;C10,"Disease or Syndrome",3,0
C1836860,"FANCONI ANEMIA, COMPLEMENTATION GROUP J",disease,C16;C18;C15,"Disease or Syndrome",3,0
C1836892,"MELANOMA, CUTANEOUS MALIGNANT, SUSCEPTIBILITY TO, 3",disease,NULL,Finding,1,0
C1836906,"Arrhythmogenic Right Ventricular Dysplasia, Familial, 9",disease,C16;C14,"Disease or Syndrome",5,0
C1836916,"POSTERIOR COLUMN ATAXIA WITH RETINITIS PIGMENTOSA",disease,C23;C16;C11;C10,"Disease or Syndrome",1,0
C1837008,"PREMATURE OVARIAN FAILURE 3 (disorder)",disease,C13;C19,"Disease or Syndrome",1,0
C1837014,"Atrial Fibrillation, Familial, 3",disease,C23;C14,"Disease or Syndrome",1,0
C1837026,"MEACHAM SYNDROME (disorder)",disease,C16;C13;C12;C19,"Disease or Syndrome",1,0
C1837028,"Severe Combined Immunodeficiency, Autosomal Recessive, T Cell Negative, B Cell Positive, NK Cell Positive",disease,C16;C18;C20,"Disease or Syndrome",4,0
C1837073,"Spondylometaphyseal Dysplasia with Cone-Rod Dystrophy",disease,C16;C11;C05,"Disease or Syndrome",2,0
C1837148,"MYOPIA 6 (disorder)",disease,C11,"Disease or Syndrome",3,0
C1837203,"WAARDENBURG SYNDROME, TYPE IID",disease,C16,"Disease or Syndrome",1,0
C1837206,"Cryohydrocytosis, Stomatin-Deficient, with Mental Retardation, Seizures, Cataracts, and Massive Hepatosplenomegaly",disease,C23;C06;C18;C11;C10;F03;F01,"Disease or Syndrome",1,0
C1837210,"OROFACIAL CLEFT 5",disease,C16;C05;C07,"Disease or Syndrome",2,0
C1837213,"OROFACIAL CLEFT 6, SUSCEPTIBILITY TO",disease,NULL,Finding,1,0
C1837218,"Cleft palate, isolated",disease,C16;C05;C07,"Congenital Abnormality",295,0
C1837317,"Alpha-B Crystallinopathy",disease,C11;C05;C10;C14,"Disease or Syndrome",1,0
C1837342,"MUSCULAR DYSTROPHY, LIMB-GIRDLE, TYPE 2J",disease,C16;C05;C10,"Disease or Syndrome",2,0
C1837475,"Insulin-Like Growth Factor I Deficiency",disease,C23;C10;C09,"Disease or Syndrome",28,0
C1837501,"Microcephaly, Primary Autosomal Recessive, 5",disease,C16;C05;C10,"Disease or Syndrome",2,0
C1837713,"JOUBERT SYNDROME 3",disease,C23;C11;C10,"Disease or Syndrome",1,0
C1837750,"Oligodontia-Colorectal Cancer Syndrome",disease,C16;C06;C04;C07,"Neoplastic Process",1,0
C1837845,"SICK SINUS SYNDROME 1, AUTOSOMAL RECESSIVE",disease,C23;C14,"Disease or Syndrome",2,0
C1837857,"DEAFNESS, AUTOSOMAL RECESSIVE 35",disease,C23;C10;C09,"Disease or Syndrome",1,0
C1837915,"ERYTHROCYTOSIS, FAMILIAL, 2",disease,C15,"Disease or Syndrome",1,0
C1837991,"Colorectal Adenomatous Polyposis, Autosomal Recessive",disease,C16;C06;C04,"Disease or Syndrome",1,0
C1838049,"Epilepsy, Nocturnal Frontal Lobe, Type 1",disease,C10,"Disease or Syndrome",1,0
C1838062,"Autosomal Dominant Lateral Temporal Lobe Epilepsy",disease,C23;C10;F03,"Disease or Syndrome",8,0
C1838099,"ABCD syndrome",disease,C16,"Disease or Syndrome",1,0
C1838100,"MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 3 (disorder)",disease,C18;C19,"Disease or Syndrome",12,0
C1838163,"OSLER-RENDU-WEBER SYNDROME 2",disease,C16;C15;C14,"Disease or Syndrome",6,0
C1838244,"TIBIAL MUSCULAR DYSTROPHY, TARDIVE",disease,C16;C05;C10,"Disease or Syndrome",18,0
C1838280,"Epiphyseal dysplasia, multiple, 1",disease,C16;C05,"Disease or Syndrome",1,0
C1838333,"COLORECTAL CANCER, HEREDITARY NONPOLYPOSIS, TYPE 4",disease,C16;C06;C04;C18,"Disease or Syndrome",2,0
C1838359,"Diffuse palmoplantar keratoderma, Bothnian type",disease,C16;C17,"Disease or Syndrome",1,0
C1838437,"VENOUS MALFORMATIONS, MULTIPLE CUTANEOUS AND MUCOSAL",disease,C16;C14,"Congenital Abnormality",1,0
C1838457,"FANCONI ANEMIA, COMPLEMENTATION GROUP D1",disease,C16;C18;C15,"Disease or Syndrome",1,0
C1838492,"SPINAL MUSCULAR ATROPHY, DISTAL, CONGENITAL NONPROGRESSIVE (disorder)",disease,C10,"Disease or Syndrome",1,0
C1838539,"CARDIOMYOPATHY, FAMILIAL, WITH CONDUCTION DISTURBANCE",disease,C23;C16;C14,"Disease or Syndrome",5,0
C1838547,"MELANOMA-PANCREATIC CANCER SYNDROME",disease,C16;C06;C04;C19,"Disease or Syndrome",1,0
C1838564,"HIRSCHSPRUNG DISEASE, SUSCEPTIBILITY TO, 2",disease,NULL,Finding,1,0
C1838577,"Cerebral Autosomal Recessive Arteriopathy with Subcortical Infarcts and Leukoencephalopathy",disease,C23;C17;C05;C10;C14,"Disease or Syndrome",7,0
C1838601,"Retinitis Pigmentosa 11",disease,C16;C11,"Disease or Syndrome",1,0
C1838612,"Rhizomelic chondrodysplasia punctata, type 3",disease,C16;C18;C05,"Disease or Syndrome",1,0
C1838647,"RETINITIS PIGMENTOSA 12 (disorder)",disease,C16;C11,"Disease or Syndrome",3,0
C1838701,"DEAFNESS, AUTOSOMAL RECESSIVE 2",disease,C23;C10;C09,"Disease or Syndrome",7,0
C1838779,"Eiken Skeletal Dysplasia",disease,C16;C05,"Disease or Syndrome; Congenital Abnormality",1,0
C1839161,"Thrombocytopenia, Platelet Dysfunction, Hemolysis, and Imbalanced Globin Synthesis",disease,C23;C16;C15,"Disease or Syndrome",1,0
C1839163,"THROMBOCYTOPENIA 1 (disorder)",disease,C16;C15,"Disease or Syndrome",30,0
C1839259,"Bulbo-Spinal Atrophy, X-Linked",disease,C16;C10,"Disease or Syndrome",126,0
C1839264,"SPASTIC PARAPLEGIA 2, X-LINKED (disorder)",disease,C16;C10,"Disease or Syndrome",8,0
C1839333,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 2",disease,C10,"Disease or Syndrome",57,0
C1839454,"PROPERDIN DEFICIENCY, X-LINKED",disease,C16;C20,"Disease or Syndrome",11,0
C1839780,"FRAGILE X TREMOR/ATAXIA SYNDROME",disease,C23;C16;C10,"Disease or Syndrome",62,0
C1839874,"Low Molecular Weight Proteinuria with Hypercalciuria and Nephrocalcinosis",disease,C16;C13;C12,"Disease or Syndrome",1,0
C1839909,"CORPUS CALLOSUM, PARTIAL AGENESIS OF, X-LINKED",disease,C23;C16;C10,"Disease or Syndrome",1,0
C1840235,"SOLITARY MEDIAN MAXILLARY CENTRAL INCISOR",disease,C16;C07,"Congenital Abnormality",20,0
C1840296,"Ichthyosis hystrix, Curth Macklin type",disease,C16;C17,"Disease or Syndrome",1,0
C1840299,"Hypotrichosis Simplex of Scalp",disease,C17,"Disease or Syndrome",3,0
C1840322,"ODONTOHYPOPHOSPHATASIA (disorder)",disease,C16;C18;C07,"Disease or Syndrome",1,0
C1840333,"Barakat syndrome",disease,C23;C13;C12;C10;C19;C09,"Disease or Syndrome",17,0
C1840347,"HYPOCALCIURIC HYPERCALCEMIA, FAMILIAL, TYPE II (disorder)",disease,C18,"Disease or Syndrome",1,0
C1840364,"THYROID HORMONE RESISTANCE, SELECTIVE PITUITARY",disease,C19,"Disease or Syndrome",2,0
C1840391,"Pseudohypoaldosteronism, Type IIc",disease,C16;C13;C12,"Disease or Syndrome",1,0
C1840392,"HYPERPIGMENTATION, FAMILIAL PROGRESSIVE",disease,C17,"Disease or Syndrome",3,0
C1840402,"HYPERPARATHYROIDISM 1",disease,C19,"Disease or Syndrome",1,0
C1840452,"Hyaloideoretinal degeneration of Wagner",disease,C11,"Disease or Syndrome",7,0
C1840529,"HOLOPROSENCEPHALY 3",disease,C16;C05;C10,"Disease or Syndrome",4,0
C1841837,"URIC ACID CONCENTRATION, SERUM, QUANTITATIVE TRAIT LOCUS 1",disease,NULL,Finding,1,0
C1841972,"Glucocorticoid Receptor Deficiency",disease,C16;C18,"Disease or Syndrome",104,0
C1842028,"GLAUCOMA 1, OPEN ANGLE, A",disease,C11,"Disease or Syndrome",4,0
C1842031,"IRIDOGONIODYSGENESIS, TYPE 2",disease,C16;C11;C07,"Disease or Syndrome",2,0
C1842036,"GIANT PIGMENTED HAIRY NEVUS",disease,C04;C17,"Neoplastic Process",5,0
C1842090,"Platelet Glycoprotein IV Deficiency",disease,C16;C15,"Disease or Syndrome",14,0
C1842109,"Microcephaly, Primary Autosomal Recessive, 6",disease,C16;C05;C10,"Disease or Syndrome",3,0
C1842124,"BRANCHIOOTIC SYNDROME 3 (disorder)",disease,C16,"Disease or Syndrome",2,0
C1842149,"Spondyloepiphyseal Dysplasia, Kimberley Type",disease,C16;C05,"Congenital Abnormality",1,0
C1842160,"MYOPATHY, MYOSIN STORAGE (disorder)",disease,C05;C10,"Disease or Syndrome",7,0
C1842180,"CAPILLARY MALFORMATION-ARTERIOVENOUS MALFORMATION (disorder)",disease,C16;C17;C14,"Disease or Syndrome",22,0
C1842197,"Charcot-Marie-Tooth Disease, Recessive Intermediate A",disease,C16;C10,"Disease or Syndrome",1,0
C1842342,"DEAFNESS, AUTOSOMAL RECESSIVE 39 (disorder)",disease,C23;C10;C09,"Disease or Syndrome",1,0
C1842402,"TROPICAL CALCIFIC PANCREATITIS",disease,C06;C18,"Disease or Syndrome",24,0
C1842475,"Retinitis Pigmentosa 7",disease,C16;C11,"Disease or Syndrome",7,0
C1842534,"DYSTONIA 18 (disorder)",disease,C10,"Disease or Syndrome",6,0
C1842704,"GAUCHER DISEASE, PERINATAL LETHAL",disease,C16;C18;C10,"Disease or Syndrome",2,0
C1842778,"Atrial septal defect 2",disease,C16;C14,"Disease or Syndrome; Congenital Abnormality",1,0
C1842914,"Adult-Onset Vitelliform Macular Dystrophy",disease,C16;C11,"Disease or Syndrome",8,0
C1842937,"AURAL ATRESIA, CONGENITAL",disease,C16,"Disease or Syndrome",110,0
C1842983,"CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2K",disease,C16;C10,"Disease or Syndrome",2,0
C1843013,"Alzheimer disease, familial, type 3",disease,C10;F03,"Disease or Syndrome",213,0
C1843015,"Alzheimer Disease, Familial, 3, with Spastic Paraparesis and Apraxia",disease,C23;C10;F03;F01,"Disease or Syndrome",1,0
C1843075,"Charcot-Marie-Tooth Disease, Dominant Intermediate D",disease,C16;C10,"Disease or Syndrome",1,0
C1843139,"Hypercholanemia, Familial",disease,C16;C18,"Disease or Syndrome",3,0
C1843140,"SEIZURES, BENIGN FAMILIAL INFANTILE, 3",disease,C16;C10,"Disease or Syndrome",4,0
C1843153,"Charcot-Marie-Tooth disease, Type 2J",disease,C23;C16;C10;C09,"Disease or Syndrome",1,0
C1843164,"Charcot-Marie-Tooth disease, demyelinating, Type 1F",disease,C16;C10,"Disease or Syndrome",1,0
C1843183,"Charcot-Marie-Tooth disease, Type 4A, axonal form",disease,C16;C10,"Disease or Syndrome",2,0
C1843225,"CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2E (disorder)",disease,C16;C10,"Disease or Syndrome",1,0
C1843244,"EPILEPSY, CHILDHOOD ABSENCE, SUSCEPTIBILITY TO, 2",disease,NULL,"Disease or Syndrome",1,0
C1843247,"Charcot-Marie-Tooth disease, Type 1D (disorder)",disease,C16;C10,"Disease or Syndrome",1,0
C1843292,"Skin Fragility-Woolly Hair Syndrome",disease,C16;C17,"Disease or Syndrome",1,0
C1843323,"Van Buchem disease type 2",disease,C16;C05,"Disease or Syndrome",1,0
C1843330,"OSTEOPETROSIS, AUTOSOMAL DOMINANT 1",disease,C05,"Disease or Syndrome",1,0
C1843355,"ICHTHYOSIS, LEUKOCYTE VACUOLES, ALOPECIA, AND SCLEROSING CHOLANGITIS",disease,C23;C16;C06;C17;C15,"Disease or Syndrome",3,0
C1843463,"Ichthyosis, Cyclic, with Epidermolytic Hyperkeratosis",disease,C16;C17,"Disease or Syndrome",6,0
C1843478,"Lethal Congenital Contracture Syndrome 2",disease,C16;C05,"Disease or Syndrome",1,0
C1843512,"BRAIN SMALL VESSEL DISEASE WITH HEMORRHAGE",disease,NULL,"Disease or Syndrome",1,0
C1843761,"TOENAIL DYSTROPHY, ISOLATED",disease,C23;C17,"Disease or Syndrome",1,0
C1843792,"FRONTOTEMPORAL LOBAR DEGENERATION WITH TDP43 INCLUSIONS, GRN-RELATED",disease,NULL,"Disease or Syndrome",8,0
C1843808,"CARDIOMYOPATHY, DILATED, 1M",disease,C14,"Disease or Syndrome",1,0
C1843832,"VITAMIN K-DEPENDENT CLOTTING FACTORS, COMBINED DEFICIENCY OF, 2",disease,C16;C15,"Disease or Syndrome",1,0
C1843851,"Sensory ataxic neuropathy, dysarthria, and ophthalmoparesis",disease,C23;C16;C11;C10,"Disease or Syndrome",4,0
C1843896,"Arrhythmogenic Right Ventricular Dysplasia, Familial, 8",disease,C16;C14,"Disease or Syndrome",1,0
C1844376,"Granulomatous Disease, Chronic, X-Linked",disease,C16;C20;C15,"Disease or Syndrome",42,0
C1844579,"Exudative Vitreoretinopathy, Familial, X-Linked Recessive",disease,C16;C11,"Disease or Syndrome",1,0
C1844696,"OTOPALATODIGITAL SYNDROME, TYPE II",disease,C16;C05,"Disease or Syndrome",2,0
C1844776,"CONE-ROD DYSTROPHY, X-LINKED, 1",disease,C16;C11,"Disease or Syndrome",1,0
C1845055,"ALPHA-THALASSEMIA/MENTAL RETARDATION SYNDROME, NONDELETION TYPE, X-LINKED",disease,C16;C10;C15,"Disease or Syndrome",42,0
C1845073,"INVASIVE PNEUMOCOCCAL DISEASE, RECURRENT ISOLATED, 2 (disorder)",disease,C01;C20,"Disease or Syndrome",1,0
C1845076,"Lymphoproliferative Syndrome, X-Linked, 2",disease,C16;C20;C15,"Disease or Syndrome",14,0
C1845117,"Immunodeficiency without anhidrotic ectodermal dysplasia",disease,C20,"Disease or Syndrome",2,0
C1845118,"SHORT STATURE, IDIOPATHIC, X-LINKED",disease,C23;C16,"Congenital Abnormality",18,0
C1845167,"Dent Disease 2",disease,C16;C13;C12,"Disease or Syndrome",3,0
C1845168,"Hypophosphatemic Rickets, X-Linked Recessive",disease,C16;C18;C13;C05;C12,"Disease or Syndrome",2,0
C1845202,"Nephrogenic Syndrome of Inappropriate Antidiuresis",disease,C16;C18;C10;C19,"Disease or Syndrome",14,0
C1845292,"FANCONI ANEMIA, COMPLEMENTATION GROUP B",disease,C16;C18;C15,"Disease or Syndrome",1,0
C1845359,"Spinal Muscular Atrophy, Distal, X-Linked 3",disease,C16;C10,"Disease or Syndrome",2,0
C1845543,"Mental Retardation, X-Linked, with Epilepsy",disease,C16;C10,"Disease or Syndrome",1,0
C1845667,"RETINITIS PIGMENTOSA 3",disease,C16;C11,"Disease or Syndrome",8,0
C1845862,"Creatine deficiency, X-linked",disease,C16;C18;C10,"Disease or Syndrome",10,0
C1845902,"FG SYNDROME 2",disease,C23;C16;C06;C10,"Disease or Syndrome",3,0
C1845919,"Ectodermal Dysplasia, Anhidrotic, with Immunodeficiency, Osteopetrosis, and Lymphedema",disease,C16;C17;C05;C20;C15,"Disease or Syndrome",1,0
C1845987,"Neutropenia, Severe Congenital, X-Linked",disease,C16;C15,"Disease or Syndrome",4,0
C1846006,"Ectodermal dysplasia, hypohidrotic, with immune deficiency",disease,C16;C17;C20,"Disease or Syndrome",10,0
C1846009,"Intrauterine Growth Retardation, Metaphyseal Dysplasia, Adrenal Hypoplasia Congenita, And Genital Anomalies",disease,C23;C16;C13;C05;C12;C19,"Disease or Syndrome",8,0
C1846058,"Lubs X-linked mental retardation syndrome",disease,C16;C10,"Mental or Behavioral Dysfunction",11,0
C1846129,"Terminal Osseous Dysplasia and Pigmentary Defects",disease,C23;C16;C17;C05,"Disease or Syndrome",1,0
C1846142,"HOYERAAL-HREIDARSSON SYNDROME",disease,C23;C16;C13;C17;C05;C10;F03;C15;F01,"Disease or Syndrome",16,0
C1846171,"Lissencephaly, X-Linked, 2",disease,C16;C13;C12;C10,"Disease or Syndrome",1,0
C1846172,"Hydranencephaly and Abnormal Genitalia",disease,C16;C13;C12;C10,"Disease or Syndrome",1,0
C1846265,"Microphthalmia, syndromic 2",disease,C16;C11;C14,"Disease or Syndrome",6,0
C1846331,"Juvenile-onset dystonia",disease,C10,"Disease or Syndrome",1,0
C1846385,"FOCAL CORTICAL DYSPLASIA OF TAYLOR",disease,C16;C10,"Disease or Syndrome",14,0
C1846545,"Autoimmune Lymphoproliferative Syndrome Type 2B",disease,C16;C20;C15,"Disease or Syndrome",14,0
C1846564,"SPASTIC PARAPLEGIA 7, AUTOSOMAL RECESSIVE",disease,C16;C10,"Disease or Syndrome",6,0
C1846582,"Hypoprebetalipoproteinemia, Acanthocytosis, Retinitis Pigmentosa, And Pallidal Degeneration",disease,C16;C10,"Disease or Syndrome",7,0
C1846632,"Thyroid Dyshormonogenesis 6",disease,C16;C05;C19,"Disease or Syndrome",1,0
C1846672,"MUSCULAR DYSTROPHY, LIMB-GIRDLE, TYPE 2I",disease,C16;C05;C10,"Disease or Syndrome",3,0
C1846689,"MOYAMOYA DISEASE 2",disease,C10;C14,"Disease or Syndrome",2,0
C1846707,"SPINOCEREBELLAR ATAXIA 17",disease,C16;C10,"Disease or Syndrome",28,0
C1846862,"PARKINSON DISEASE 8 (disorder)",disease,NULL,"Disease or Syndrome",1,0
C1847024,"ALBINISM, OCULOCUTANEOUS, TYPE IB (disorder)",disease,C16;C18;C11;C17,"Disease or Syndrome",1,0
C1847200,"ALZHEIMER DISEASE 4",disease,C10;F03,"Disease or Syndrome",2,0
C1847319,"PARAGANGLIOMA AND GASTRIC STROMAL SARCOMA",disease,C06;C04,"Disease or Syndrome",20,0
C1847406,"Digital Arthropathy-Brachydactyly, Familial",disease,C16;C05,"Disease or Syndrome",1,0
C1847501,"Glut1 Deficiency Syndrome",disease,C16;C18,"Disease or Syndrome",10,0
C1847532,"MYOPATHY, DISTAL, WITH ANTERIOR TIBIAL ONSET",disease,C16;C05;C10,"Disease or Syndrome",1,0
C1847640,"KUFOR-RAKEB SYNDROME",disease,C10,"Disease or Syndrome",11,0
C1847650,"SPONGIFORM ENCEPHALOPATHY WITH NEUROPSYCHIATRIC FEATURES",disease,C16;C01;C10;F03,"Disease or Syndrome",1,0
C1847725,"SPINOCEREBELLAR ATAXIA 15",disease,C16;C10,"Disease or Syndrome",1,0
C1847759,"MUSCULAR DYSTROPHY, CONGENITAL, 1C",disease,C16;C05;C10,"Disease or Syndrome",2,0
C1847800,"Waardenburg Syndrome Type 1",disease,C16,"Disease or Syndrome",16,0
C1847823,"CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2F",disease,C16;C10,"Disease or Syndrome",6,0
C1847827,"LIG4 Syndrome",disease,C23;C16;C05;C20,"Disease or Syndrome",2,0
C1847835,"VITILIGO-ASSOCIATED MULTIPLE AUTOIMMUNE DISEASE SUSCEPTIBILITY 1 (finding)",disease,C17,"Disease or Syndrome",302,0
C1847902,"CHARCOT-MARIE-TOOTH DISEASE, DOMINANT INTERMEDIATE B (disorder)",disease,C16;C10,"Disease or Syndrome",1,0
C1848029,"Ehlers-Danlos syndrome caused by tenascin-X deficiency",disease,C16;C17;C15;C14,"Disease or Syndrome",2,0
C1848097,"Spondyloepimetaphyseal Dysplasia, X-Linked",disease,C16;C05,"Disease or Syndrome",2,0
C1848201,"Subcortical Band Heterotopia",disease,C16;C10,"Disease or Syndrome",30,0
C1848213,"Periventricular Heterotopia, X-Linked",disease,C16;C10,"Disease or Syndrome",3,0
C1848296,"DOSAGE-SENSITIVE SEX REVERSAL",disease,C16;C13;C12;C19,"Disease or Syndrome",159,0
C1848336,"Dent disease 1",disease,C16;C13;C12,"Disease or Syndrome",3,0
C1848488,"Pierre Robin syndrome with fetal chondrodysplasia",disease,C16;C05;C07,"Disease or Syndrome",3,0
C1848519,"WAARDENBURG SYNDROME, TYPE 4A",disease,C16;C06,"Disease or Syndrome",12,0
C1848599,"VACTERL Association With Hydrocephalus",disease,C16;C06;C05;C10;C14,"Disease or Syndrome",5,0
C1848634,"USHER SYNDROME, TYPE IIA",disease,C23;C16;C11;C10;C09,"Disease or Syndrome",4,0
C1848638,"USHER SYNDROME, TYPE IB (disorder)",disease,C23;C16;C11;C10;C09,"Disease or Syndrome",14,0
C1848805,"Thyroid Dyshormonogenesis 1",disease,C16;C05;C19,"Disease or Syndrome",6,0
C1848934,"SPONDYLOCARPOTARSAL SYNOSTOSIS SYNDROME",disease,C16;C05,"Disease or Syndrome",36,0
C1849096,"Infantile onset spinocerebellar ataxia",disease,C16;C10,"Disease or Syndrome",6,0
C1849157,"Resistance to Insulin-Like Growth Factor I",disease,C23;C16,"Disease or Syndrome",55,0
C1849193,"PEELING SKIN SYNDROME",disease,C16;C17,"Disease or Syndrome",67,0
C1849409,"Knobloch syndrome",disease,C23;C16;C11;C10,"Disease or Syndrome",2,0
C1849453,"Rapadilino syndrome",disease,C16;C18;C17;C05;C19;C14,"Disease or Syndrome",2,0
C1849508,"EPILEPSY, PYRIDOXINE-DEPENDENT",disease,C10,"Disease or Syndrome",25,0
C1849779,"Kowarski syndrome",disease,C05;C10;C19,"Disease or Syndrome",2,0
C1849813,"Glycogen Storage Disease of Heart, Lethal Congenital",disease,C16;C18;C14,"Disease or Syndrome",1,0
C1849930,"Persistent Mullerian duct syndrome",disease,C16;C13;C12;C19,"Anatomical Abnormality",9,0
C1850077,"Supranuclear Palsy, Progressive, 1, Atypical",disease,C23;C11;C10,"Disease or Syndrome",1,0
C1850126,"Osteopetrosis, mild autosomal recessive form",disease,C05,"Disease or Syndrome",2,0
C1850155,"TORG-WINCHESTER SYNDROME",disease,C05,"Disease or Syndrome",2,0
C1850343,"Mosaic variegated aneuploidy syndrome 1",disease,C16,"Disease or Syndrome",10,0
C1850451,"CEROID LIPOFUSCINOSIS, NEURONAL, 1",disease,C16;C18;C10,"Disease or Syndrome",3,0
C1850569,"Nemaline Myopathy 2",disease,C05;C10,"Disease or Syndrome",2,0
C1850674,"MINICORE MYOPATHY WITH EXTERNAL OPHTHALMOPLEGIA (disorder)",disease,C23;C11;C05;C10,"Disease or Syndrome",11,0
C1850709,"Myopathy, Hyaline Body, Autosomal Recessive",disease,C05;C10,"Disease or Syndrome",1,0
C1850889,"MUSCULAR DYSTROPHY, LIMB-GIRDLE, TYPE 2B",disease,C16;C05;C10,"Disease or Syndrome",19,0
C1850938,"FUNDUS DYSTROPHY, PSEUDOINFLAMMATORY, OF SORSBY",disease,C11,"Disease or Syndrome",16,0
C1851124,"Desmoid disease, hereditary",disease,C16;C06;C04,"Disease or Syndrome",2,0
C1851347,"Familial Mediterranean Fever, Autosomal Dominant",disease,C16,"Disease or Syndrome",1,0
C1851402,"Exudative vitreoretinopathy 1",disease,C16;C11,"Disease or Syndrome",6,0
C1851413,"EXOSTOSES, MULTIPLE, TYPE II",disease,C23;C16;C04;C05,"Disease or Syndrome",3,0
C1851443,"Cerebrooculofacioskeletal Syndrome 3",disease,C16;C18;C05;C10,"Disease or Syndrome",2,0
C1851504,"Aortic aneurysm, familial thoracic 4",disease,C16;C14,"Disease or Syndrome",2,0
C1851536,"Epiphyseal Dysplasia, Multiple, with Myopia and Conductive Deafness",disease,C23;C16;C11;C05;C10;C09,"Disease or Syndrome",1,0
C1851573,"Transient bullous dermolysis of the newborn",disease,C16;C17,"Disease or Syndrome",1,0
C1851710,"LATERAL MENINGOCELE SYNDROME",disease,C23;C16;C10,"Disease or Syndrome",118,0
C1851920,"Dopa-Responsive Dystonia",disease,C10,"Disease or Syndrome",28,0
C1851945,"DYSTONIA 1, TORSION, AUTOSOMAL DOMINANT",disease,C16;C10,"Disease or Syndrome",5,0
C1852092,"DIABETES MELLITUS, INSULIN-DEPENDENT, 2",disease,C18;C20;C19,"Disease or Syndrome",3,0
C1852093,"Maturity-Onset Diabetes of the Young, Type 1",disease,C18;C19,"Disease or Syndrome",4,0
C1852127,"KERATOSIS PALMOPLANTARIS STRIATA II",disease,C16;C17,"Disease or Syndrome",1,0
C1852222,"Failure of Tooth Eruption, Primary",disease,C07,"Disease or Syndrome",4,0
C1852406,"Cutis Gyrata Syndrome of Beare And Stevenson",disease,C16;C17;C05,"Disease or Syndrome",2,0
C1852510,"Craniofacial deafness hand syndrome",disease,C23;C16;C05;C10;C09,"Disease or Syndrome",1,0
C1852551,"Epithelial Recurrent Erosion Dystrophy",disease,C16;C11,"Disease or Syndrome",5,0
C1852700,"Complement Component 4, Partial Deficiency Of",disease,C16;C20,"Disease or Syndrome",1,0
C1852759,"Papillorenal syndrome",disease,C16;C13;C11;C12,"Disease or Syndrome",5,0
C1853096,"HIGH DENSITY LIPOPROTEIN CHOLESTEROL LEVEL QUANTITATIVE TRAIT LOCUS 6",phenotype,NULL,Finding,1,0
C1853100,"CEREBROOCULOFACIOSKELETAL SYNDROME 4",disease,C23;C16;C11;C05;C10;F03;F01,"Disease or Syndrome",1,0
C1853102,"Cerebrooculofacioskeletal Syndrome 2",disease,C23;C16;C11;C05;C10;F03;F01,"Disease or Syndrome",1,0
C1853116,"SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 8 (disorder)",disease,C16;C10,"Disease or Syndrome",2,0
C1853120,"Noonan Syndrome 4",disease,C16;C17;C05;C14,"Disease or Syndrome",2,0
C1853124,"NEPHROTIC SYNDROME, TYPE 3",disease,C13;C12,"Disease or Syndrome",4,0
C1853136,"Neutral Lipid Storage Disease with Myopathy",disease,C16;C18;C05;C10,"Disease or Syndrome",6,0
C1853137,"BRACHYDACTYLY-SYNDACTYLY SYNDROME",disease,C16;C05,"Disease or Syndrome",2,0
C1853139,"OPTIC ATROPHY 5 (disorder)",disease,C16;C11;C10,"Disease or Syndrome",3,0
C1853144,"Deafness, Congenital, with Inner Ear Agenesis, Microtia, and Microdontia",disease,C23;C16;C10;C07;C09,"Disease or Syndrome",3,0
C1853147,"MACULAR DEGENERATION, AGE-RELATED, 4 (disorder)",disease,C11,"Disease or Syndrome",1,0
C1853250,"SPINOCEREBELLAR ATAXIA 23",disease,C16;C10,"Disease or Syndrome",2,0
